id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built
3422049190,20150330T000000,247500,3,1.75,1960,15681,1,3,7,1967
1099611230,20140912T000000,199000,4,1.5,1160,6400,1,4,7,1975
722079104,20140711T000000,314000,3,1.75,1810,41800,1,5,7,1980
7338200240,20140516T000000,437500,3,2.5,2320,36847,2,3,9,1992
1952200240,20140611T000000,850830,3,2.5,2070,13241,1.5,5,9,1910
5200100125,20141027T000000,555000,3,2,1980,3478,1.5,4,7,1929
7214720075,20141212T000000,699950,3,2.25,2190,107593,2,4,8,1983
2450000295,20141007T000000,1.09E+06,3,2.5,2920,8113,2,3,8,1950
6197800045,20140924T000000,290000,3,1,1210,33919,1,3,7,1954
1328310370,20150402T000000,375000,3,2.5,2340,10005,1,4,8,1978
546000875,20140523T000000,460000,3,1,1670,4005,1.5,4,7,1939
3530510041,20140723T000000,188500,2,1.75,1240,2493,1,4,8,1985
1853000400,20150305T000000,680000,4,2.5,3140,28037,2,4,10,1991
3134100116,20140827T000000,470000,5,1.75,2030,12342,2,4,7,1942
9545230140,20140725T000000,597750,4,2.5,2310,9624,2,3,8,1984
3362400511,20150304T000000,570000,3,1.75,1260,3328,1,5,6,1905
2525310310,20140916T000000,272500,3,1.75,1540,12600,1,4,7,1980
6126500060,20141124T000000,329950,3,1.75,2080,5969,1,3,7,1971
8961960160,20141028T000000,480000,4,2.5,3230,16171,2,3,9,2001
3626039325,20141121T000000,740500,3,3.5,4380,6350,2,3,8,1900
3362400431,20140626T000000,518500,3,3.5,1590,1102,3,3,8,2010
4060000240,20140623T000000,205425,2,1,880,6780,1,4,6,1945
3454800060,20150108T000000,171800,4,2,1570,9600,1,3,6,1950
1695900060,20150511T000000,535000,4,1,1610,2982,1.5,4,7,1925
7278700070,20150102T000000,660000,3,2.5,2400,6474,1,3,8,1964
6675500070,20141119T000000,391500,3,2,1450,9132,1,3,7,1987
3626039187,20150406T000000,395000,2,1,770,6000,1,3,6,1953
3524049083,20141104T000000,445000,4,1.75,2100,4400,1.5,5,7,1924
3275860240,20140618T000000,770000,3,2.25,2910,10204,2,3,9,1990
4389200955,20150302T000000,1.45E+06,4,2.75,2750,17789,1.5,3,8,1914
4058801670,20140717T000000,445000,3,2.25,2100,8201,1,3,8,1967
8732020310,20140717T000000,260000,4,2.25,2160,8811,1,3,8,1978
2331300505,20140613T000000,822500,5,3.5,2320,4960,2,5,7,1926
7853210060,20150406T000000,430000,4,2.5,2070,4310,2,3,7,2004
3668000070,20150105T000000,212000,3,1.75,1060,7875,1,4,7,1986
9545240070,20150428T000000,660500,4,2.25,2010,9603,1,3,8,1986
1243100136,20140612T000000,784000,3,3.5,3950,111078,1.5,3,9,1989
8929000270,20140512T000000,453246,3,2.5,2010,2287,2,3,8,2014
2767602356,20150126T000000,675000,4,3.5,2140,2278,3,3,9,2005
921049315,20140813T000000,199000,3,1.75,1320,17390,1,4,7,1956
3655000070,20140805T000000,220000,4,1.75,2020,7840,1,3,7,1968
4027700812,20140529T000000,452000,4,2.25,2590,10002,1,4,8,1968
3992700335,20140707T000000,382500,2,1,1190,4440,1,3,6,1981
2767603505,20140507T000000,519950,3,2.25,1170,1249,3,3,8,2014
4232901525,20140627T000000,665000,2,1,1110,3200,1,3,7,1925
1777500060,20140708T000000,527700,5,2.5,2820,9375,1,4,8,1968
1432900240,20150508T000000,205000,3,1,1610,8579,1,4,7,1962
6140100875,20150415T000000,420000,3,1,1060,8097,1,4,7,1923
6071600370,20150227T000000,500000,4,2.25,2030,8517,1,4,8,1961
1526069017,20141203T000000,921500,4,2.5,3670,315374,2,4,9,1994
809001525,20140625T000000,890000,4,1,2550,4000,2,3,8,1905
3224079105,20140806T000000,430000,2,2.5,2420,60984,2,3,7,2007
8075400570,20141030T000000,258000,5,2,2260,12500,1,4,8,1960
1994200024,20141104T000000,511000,3,1,1430,3455,1,3,7,1947
3362900810,20140820T000000,532170,3,2,1360,3090,2,3,8,1990
1324300398,20150409T000000,560000,3,1,1110,5000,1.5,3,7,1947
537000445,20150331T000000,282950,3,1,1250,8200,1,4,7,1954
7855801670,20150401T000000,2.25E+06,4,3.25,5180,19850,2,3,12,2006
7920100045,20140516T000000,350000,1,1,700,5100,1,3,7,1942
8960000030,20140728T000000,215000,3,1,1180,7669,1,4,7,1967
6388930390,20141120T000000,650000,5,3.5,3960,25245,2,3,9,1996
8731900200,20140807T000000,320000,4,2.75,2640,7500,1,3,8,1967
8029200135,20141113T000000,247000,3,2,1270,7198,1.5,3,7,1916
1081200350,20141003T000000,320000,4,1.75,1760,11180,1,4,8,1968
84000105,20140507T000000,255000,5,2.25,2060,8632,1,3,7,1962
3756500060,20150309T000000,438000,3,1.75,1780,9660,1,3,7,1962
7215720160,20150304T000000,900000,3,2.5,3400,16603,2,3,10,2000
3574800520,20140620T000000,441000,3,2.75,1910,7280,1,3,7,1979
2617300160,20140812T000000,420000,3,2,2020,38332,1,4,7,1975
2558660270,20141208T000000,370000,3,1.75,1580,7000,1,3,7,1976
2009000370,20150219T000000,269950,2,1.75,1340,7250,1,5,5,1949
1836980160,20150324T000000,807100,4,2.5,2680,4499,2,3,9,1999
3261020370,20140605T000000,653000,3,2.5,2680,9750,1,4,8,1979
1755700060,20140611T000000,371500,3,2,1370,8336,1,5,7,1964
4330600435,20150316T000000,284000,3,1.75,1560,21000,1,3,7,1954
9542800700,20150102T000000,272000,3,1.75,2160,7140,1,4,7,1978
1999700045,20140502T000000,313000,3,1.5,1340,7912,1.5,3,7,1955
1762600070,20150116T000000,917500,4,2.5,3880,35003,2,3,10,1984
1687900520,20140929T000000,673000,4,2.25,2590,8190,2,4,8,1980
7234600798,20150210T000000,425000,3,2.5,1120,1100,2,3,8,2008
3881900445,20140709T000000,399950,5,2.75,1970,5400,1,3,7,1986
2254502445,20140530T000000,385000,3,1,1220,4800,1,3,6,1901
5437810320,20141117T000000,269950,3,1.5,1950,7560,1,4,7,1975
9158100075,20150107T000000,330000,2,1,1350,8220,1,3,7,1949
3830630310,20140725T000000,260000,3,2.5,1670,5797,2,3,7,1988
8123100045,20150414T000000,470000,4,3,2380,5125,1.5,4,7,1925
3127200041,20140613T000000,589000,4,3,2440,9600,2,5,7,1961
6661200320,20140723T000000,163500,2,1.5,1050,3419,2,3,7,1996
11510310,20140905T000000,835000,4,2.75,3130,13412,2,3,9,1993
825059270,20141121T000000,1.10E+06,5,3,4090,12850,1,4,10,1986
8731951370,20150415T000000,269000,4,1.75,1490,10000,1,4,8,1969
1954440060,20140505T000000,560000,3,2.5,1900,8744,2,3,8,1987
2264500350,20150418T000000,615000,4,1,1330,2400,1.5,4,6,1901
1115810060,20141205T000000,585188,3,2.25,2230,10026,1,3,8,1975
9477200200,20140818T000000,305000,3,1.75,1650,9480,1,3,7,1977
1432600560,20141105T000000,166950,3,1,1190,8820,1,3,6,1959
2287000060,20140912T000000,799000,3,2.5,2140,9897,1,4,8,1959
3663500060,20140625T000000,400000,3,2.5,2180,7508,1,4,7,1962
3996900125,20141201T000000,230000,3,1,1060,10228,1,3,7,1948
7796450200,20140515T000000,256883,3,2.5,1690,5025,2,3,8,2003
7549802535,20141111T000000,423000,4,2,1970,6480,1.5,5,7,1920
3278600320,20140723T000000,465000,3,2.5,2150,4084,2,3,8,2007
2824079053,20150113T000000,440000,3,2.5,1910,66211,2,3,7,1997
1222069094,20141014T000000,385000,3,1.75,1350,155073,1,4,7,1969
3542300060,20150311T000000,210000,3,1,860,11725,1,4,6,1943
2222059065,20141112T000000,297000,3,2.5,1940,14952,2,3,8,1994
7551300060,20140716T000000,470000,3,1,1010,5000,1,3,7,1952
100600550,20140804T000000,226500,3,1.5,1300,7370,1,4,7,1976
3211100860,20150303T000000,274250,3,1,910,8450,1,4,6,1962
3456000310,20140804T000000,840000,4,1.75,2480,11010,1,4,9,1966
9526600140,20140919T000000,677900,3,2.5,2440,4587,2,3,8,2010
7465900060,20150205T000000,425000,3,1,1010,5864,1,3,7,1915
1222000055,20141123T000000,180250,2,0.75,900,9600,1,3,6,1941
6300000550,20140717T000000,464000,6,3,2300,3404,2,3,7,1920
2310030510,20150422T000000,320000,4,2.25,1550,7579,2,3,8,1993
1025049114,20140717T000000,625504,3,2.25,1270,1566,2,3,8,2014
8677300550,20140515T000000,592500,4,2.5,2240,12032,1,3,9,1983
4014400292,20150114T000000,465000,3,2.5,2714,17936,2,3,9,2005
1102000196,20140527T000000,477000,4,2.75,1720,6270,2,3,8,1978
257000138,20150115T000000,280000,2,1,850,16400,1,3,6,1923
46100204,20150221T000000,1.51E+06,5,3,3300,33474,1,3,9,1957
1909600046,20140703T000000,445838,3,2.5,2250,5692,2,3,8,2000
1250202145,20140828T000000,1.07E+06,2,2.25,3900,14864,1,3,8,1947
7611200125,20141023T000000,467000,2,1.5,1320,10800,1,4,8,1947
5611500140,20140822T000000,686000,4,2.5,2760,6440,2,3,10,1999
7138000260,20140605T000000,279950,3,2,1750,9750,1,3,7,1961
626059335,20140904T000000,527000,4,2.25,2330,19436,2,3,8,1987
1922059282,20140918T000000,325000,3,2.25,2220,16020,1,4,8,1966
705700390,20140903T000000,328000,3,2.25,2020,8379,2,3,7,1994
7454001200,20140604T000000,390000,3,2.25,1250,7500,1,5,7,1942
8682281200,20150309T000000,479950,2,2,1510,6516,1,3,8,2005
7972000200,20140529T000000,264950,4,2.25,1720,9753,1,4,7,1978
722059070,20150115T000000,235000,3,1,1430,15246,1,4,7,1961
7202340400,20150303T000000,516500,3,2.5,1480,4729,2,3,7,2004
8096000060,20150413T000000,655000,2,1.75,1450,15798,2,3,7,1915
2424000060,20140616T000000,500000,4,2.75,2280,15347,1,5,7,1960
9264902050,20141121T000000,315000,6,2.75,2940,7350,1,3,8,1978
943100260,20141120T000000,213000,2,1,1000,10200,1,3,6,1961
3677400445,20140902T000000,475000,3,1.5,2480,5280,1.5,5,7,1947
1762600320,20140610T000000,1.03E+06,5,4,3760,28040,2,3,10,1983
4058000060,20150409T000000,416000,3,2,2220,94300,1,5,7,1976
7228500560,20150320T000000,410000,4,1,1970,4740,1.5,3,7,1904
326069104,20140701T000000,800000,3,3.5,3830,221284,2,3,10,1993
5152100060,20140529T000000,472000,6,2.5,4410,14034,1,4,9,1965
3584000310,20141208T000000,225000,3,1.75,1430,8505,1,4,7,1968
8150100045,20141001T000000,210000,2,1,830,6000,1,3,6,1940
1868901275,20150127T000000,455000,2,1,1430,5000,1.5,2,7,1925
6131600075,20150427T000000,225000,3,1,1300,8316,1,4,6,1954
9468200125,20140826T000000,480000,2,1,1030,3060,1,4,7,1918
8029510030,20150212T000000,363000,3,2.5,2740,11872,2,3,9,1990
2025069065,20140929T000000,2.40E+06,4,2.5,3650,8354,1,3,9,2000
7899800890,20150226T000000,181000,2,1.5,720,5120,1,3,6,1954
3021059276,20150314T000000,250000,4,2,2010,7312,1,4,7,1976
3797001895,20150422T000000,481000,3,1.75,1560,3000,1,4,6,1918
3832710960,20140923T000000,260000,3,2,1810,7209,1,4,7,1978
1310430400,20140513T000000,455000,4,2.5,3360,7685,2,3,9,2001
1422300030,20150401T000000,415000,3,2.25,1510,36224,2,3,8,1991
1105000588,20150421T000000,349500,3,1,1400,3538,1,3,7,1953
3830630060,20140929T000000,245000,3,2.5,1730,7442,2,3,7,1987
5101404898,20140519T000000,592500,2,2,1420,9191,1.5,5,7,1928
7972601890,20141020T000000,385000,4,1.75,2360,7620,1,4,7,1955
5127001620,20150211T000000,315000,3,1.75,1580,11455,1,4,7,1974
9407100800,20141124T000000,255000,3,1,1230,10170,1,3,7,1979
1873100060,20140829T000000,693000,4,2.5,2460,4425,2,3,8,2006
8722101360,20141202T000000,780000,3,1,1660,4400,1.5,3,8,1911
8644000060,20141024T000000,237000,3,1.75,1270,8470,1,4,7,1960
3325069129,20141216T000000,525000,3,2.25,2100,40510,2,3,10,1979
1400300055,20150428T000000,425000,2,1,770,5040,1,3,5,1930
2123039032,20141027T000000,369900,1,0.75,760,10079,1,5,5,1936
8078560140,20140519T000000,290000,4,2.5,1700,7280,2,4,7,1988
3438500192,20140929T000000,285000,3,1,1120,10701,1,3,7,1954
7974200510,20140814T000000,415000,2,1,1070,4500,1,3,7,1937
2557000400,20150409T000000,272500,3,2.5,2070,9900,1,3,8,1979
7960900060,20150504T000000,2.90E+06,4,3.25,5050,20100,1.5,3,11,1982
4054500390,20141007T000000,1.37E+06,4,4.75,5310,57346,2,4,11,1989
6378500125,20150501T000000,436000,2,1,1040,7538,1,4,7,1939
1745100140,20141017T000000,210000,3,1,1700,11390,1,4,7,1967
2976800796,20140925T000000,236000,3,1,1300,5898,1,3,7,1961
4235400186,20141124T000000,331000,3,1.75,1080,1306,1,3,7,1954
4215100060,20150320T000000,365000,3,2.5,2653,4510,2,3,8,2006
9189700045,20150127T000000,450000,3,2,2290,16258,1,5,8,1960
1126049053,20141113T000000,770000,4,2.75,3820,26300,2,3,9,2014
2022069200,20150505T000000,455000,4,2.5,2210,49375,1,3,8,1997
9412900055,20150505T000000,405000,3,1.75,2390,6000,1,3,6,1908
1722059235,20140703T000000,304900,4,1.75,2600,11325,1,4,7,1969
6874200960,20150227T000000,170000,2,1,860,5265,1,3,6,1931
7424700045,20150513T000000,2.05E+06,5,3,3830,8480,2,5,9,1905
7202360350,20140630T000000,780000,4,2.5,3500,7048,2,3,9,2005
5634500392,20150410T000000,330000,3,3,2420,13959,1,4,8,1988
1509500060,20140905T000000,370000,4,2.5,2720,8666,2,3,9,1992
7214810350,20141017T000000,467000,5,2.25,2500,13500,1,3,7,1979
6647200060,20150209T000000,405000,3,1.75,1670,6720,1,3,7,1980
9552700140,20140702T000000,675000,5,2.25,2900,10300,1,3,8,1985
2200500350,20140812T000000,500000,2,1,1640,14100,1,4,7,1954
6113400046,20140723T000000,389999,4,2.5,1890,15770,2,4,7,1968
6619910140,20150224T000000,630000,4,1.75,2950,9025,1,4,8,1975
1115450240,20141022T000000,360000,4,2.5,2160,9528,2,3,9,1992
6073240060,20141002T000000,580000,4,3,3280,11060,2,3,8,1986
9297300045,20140709T000000,550000,3,2,1970,4166,2,5,8,1929
9510920070,20140710T000000,879000,4,2.5,3360,22111,2,3,10,1994
5468730030,20140822T000000,265000,3,2,1320,8959,1,3,7,1993
8079030390,20150304T000000,446500,3,2.5,2650,7286,2,3,8,1990
600000152,20140602T000000,404000,3,1.5,2030,8880,1,3,7,1963
1840000030,20140529T000000,267500,3,1.75,1590,11914,1,3,7,1957
3225069065,20140624T000000,3.08E+06,4,5,4550,18641,1,3,10,2002
3260800030,20140811T000000,335000,3,2.5,2440,7632,2,3,8,1998
2747100024,20140619T000000,576000,3,2.5,1940,9000,1,4,7,1948
5104530560,20150401T000000,208633,3,2.5,2040,3810,2,3,8,2006
4330600350,20150115T000000,315000,3,2.25,2200,8750,1,4,7,1964
5016001535,20150217T000000,725000,3,1.75,1920,3300,1,4,8,1913
7280300196,20150403T000000,550000,4,2.75,1800,7750,1,4,8,1965
8651520400,20140612T000000,610750,4,2.25,2180,7297,2,3,8,1984
7171200445,20150228T000000,550700,2,1,1010,5000,1.5,4,6,1908
3204800200,20150108T000000,665000,4,2.75,3320,10574,2,5,8,1960
3416600800,20150209T000000,834000,4,2.5,2370,4000,1.5,5,8,1928
7994700030,20141023T000000,201000,5,1.75,1660,78408,1.5,3,6,1915
1860600135,20140502T000000,2.38E+06,5,2.5,3650,9050,2,5,10,1921
4139480200,20140618T000000,1.38E+06,4,3.25,4290,12103,1,3,11,1997
4139480200,20141209T000000,1.40E+06,4,3.25,4290,12103,1,3,11,1997
1328320800,20141105T000000,305000,4,2.25,1950,7700,1,3,8,1979
7771300125,20150408T000000,487000,3,2,2590,14052,1,5,8,1948
3422059208,20150511T000000,390000,3,2.5,1930,64904,1,4,8,1988
9521101455,20140723T000000,548000,2,1,1470,3864,1,4,7,1916
4337000335,20141122T000000,268750,4,1,800,8775,1,3,6,1943
325059286,20140513T000000,819900,5,2.75,3150,7119,2,3,9,2013
2597650240,20141023T000000,520000,3,2.25,2030,16200,2,3,8,1984
3353400435,20140721T000000,230000,3,2,1450,11204,1,3,7,2003
7972000240,20150202T000000,240000,3,1.75,1510,10248,1,3,7,1969
7520000520,20140905T000000,232000,2,1,1240,12092,1,3,6,1922
7520000520,20150311T000000,240500,2,1,1240,12092,1,3,6,1922
3530210260,20141027T000000,274975,3,2.5,3030,45004,2,3,9,1987
1959700550,20140905T000000,740000,4,2,2050,4400,1.5,4,9,1922
1665400045,20150428T000000,186375,3,1,1000,7636,1,2,7,1952
9542850320,20140725T000000,790000,3,2.25,2370,10289,1,4,9,1977
3179100060,20140916T000000,880000,4,3.5,2800,6750,2,3,9,1951
2946001550,20150416T000000,279000,6,1.75,2240,11180,2,4,7,1955
8078490390,20140729T000000,295000,3,2,1810,10530,1,3,8,1991
9550201550,20150408T000000,640000,2,1,1070,5000,1,3,7,1924
191100045,20140703T000000,940000,4,2,2490,9525,2,5,9,1968
5009600070,20141007T000000,260000,4,2.5,1960,5238,2,3,7,2003
200350070,20140602T000000,559900,3,2.75,2930,5569,1,3,9,2004
2877103726,20140722T000000,791500,4,2,1510,3500,1.5,5,7,1911
405100295,20140826T000000,265000,3,1.75,1420,8250,1,3,7,1954
4268200055,20150501T000000,245000,3,1.75,1740,11547,1,3,7,1954
3126069068,20150424T000000,485000,4,1.75,2560,43995,2,4,7,1962
1115300070,20141106T000000,684000,4,3.5,3040,8414,2,3,9,2010
6414100671,20140909T000000,425000,3,1.75,2500,6840,1,3,8,1957
7004200060,20141017T000000,309600,4,1.75,1275,20000,1,4,6,1991
7852110140,20140718T000000,552250,4,2.5,2580,5823,2,3,8,2002
3969300030,20140723T000000,165000,4,1,1000,7134,1,3,6,1943
3969300030,20141229T000000,239900,4,1,1000,7134,1,3,6,1943
4048400070,20141205T000000,320000,2,1,1070,32633,1,4,6,1930
808000070,20141021T000000,206600,3,2,1390,13464,1,4,7,1987
7374200030,20150416T000000,387000,4,1.75,2500,7690,1,3,7,1973
7325600160,20140604T000000,299000,1,0.75,560,12120,1,3,4,1967
2757000030,20140922T000000,855000,4,2.75,2270,10460,2,3,9,1965
616000140,20150126T000000,315000,3,1,1900,14400,1,4,7,1954
3363900111,20141203T000000,437500,2,1,990,3120,1,5,7,1907
9262800171,20150324T000000,252000,4,1.5,1550,19800,1,4,7,1969
6607000126,20140604T000000,375000,4,1.75,2200,7475,1,5,7,1955
5416510830,20140806T000000,300000,4,2.5,1910,4862,2,3,7,2005
2201500030,20141006T000000,420000,4,1,1750,9600,1.5,4,7,1954
325059171,20140505T000000,900000,3,1,1330,77972,1,3,7,1928
952003285,20140805T000000,679900,3,2.5,2440,5750,2,3,9,2000
3211290370,20140605T000000,463000,3,2.5,1640,29970,2,3,7,1992
1072010350,20140828T000000,380000,5,2.5,2760,11340,2,4,9,1978
8856950070,20141210T000000,329500,4,2.5,1820,7912,2,3,7,1994
925059078,20140819T000000,604950,3,2.5,2110,5608,1,3,8,2013
7855801090,20140917T000000,795000,5,2.5,3040,9570,1,4,8,1966
723099065,20150130T000000,465000,3,2,1840,40438,2,3,7,1994
6116500075,20150326T000000,673000,4,2.5,2990,10400,2,3,9,2002
1118500030,20141001T000000,810000,4,2.5,3520,15420,2,3,10,1991
424069250,20150423T000000,785000,4,2.75,2440,69415,1,4,8,1989
3291800710,20141120T000000,338000,4,3,2090,7500,1,3,7,1986
6838700060,20141204T000000,280000,3,2.25,1430,7222,2,3,7,1993
2231500030,20141001T000000,315000,4,2.25,2180,10754,1,5,7,1954
2231500030,20150324T000000,530000,4,2.25,2180,10754,1,5,7,1954
7683900200,20141223T000000,380000,5,3,3450,9914,2,3,9,2004
8155830060,20140811T000000,297000,3,2.25,1450,7562,2,3,7,1994
98020310,20140520T000000,730000,4,2.5,3230,7331,2,3,10,2004
9423400140,20140609T000000,450000,3,1.75,1640,13500,1,3,7,1940
1545804860,20141027T000000,275000,3,3,1590,7750,1,3,7,1997
2883200160,20150429T000000,595000,4,2,2020,2849,2,3,7,1960
7132300695,20150421T000000,435000,3,1.5,1300,3348,1.5,3,7,1904
1726059053,20140916T000000,270000,2,1.5,1380,209959,1,1,6,1954
624111000,20140805T000000,950000,3,3,4040,14338,2,3,10,1986
808300310,20150313T000000,389000,4,2.25,2130,5337,2,3,7,2001
8563040160,20150121T000000,560000,4,2.25,2550,7800,1,3,8,1968
713500030,20140728T000000,1.35E+06,5,3.5,4800,14984,2,3,11,1998
8651600160,20141111T000000,799000,4,2.25,2510,11585,2,4,8,1969
9517200030,20140625T000000,365500,3,2,1410,9600,1,4,7,1983
2460700700,20140515T000000,252350,3,2,1650,7352,1,3,7,1979
1223039290,20140905T000000,403950,4,2.5,2120,13780,2,3,8,1993
2890100060,20140801T000000,385000,4,1.5,2040,10726,1,3,7,1954
